censusdate,month,day,year,treatment,scientificname,commonname,sex,hfl,wgt
1982-01-24,1,24,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,36,48
1982-01-24,1,24,1982,exclosure,Perognathus flavus,Silky pocket mouse,M,15,7
1982-01-24,1,24,1982,control,Dipodomys merriami,Merriam's kangaroo rat,F,35,44
1982-01-24,1,24,1982,removal,Reithrodontomys megalotis,Western harvest mouse,M,16,9
1982-01-24,1,24,1982,exclosure,Reithrodontomys megalotis,Western harvest mouse,F,16,8
1982-01-24,1,24,1982,control,Dipodomys spectabilis,Banner-tailed kangaroo rat,F,49,149
1982-01-24,1,24,1982,exclosure,Peromyscus maniculatus,Deer Mouse,M,21,24
1982-01-24,1,24,1982,control,Neotoma albigula,White-throated woodrat,M,34,168
1982-01-24,1,24,1982,control,Dipodomys merriami,Merriam's kangaroo rat,F,37,46
1982-01-24,1,24,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,36,51
1982-01-24,1,24,1982,exclosure,Reithrodontomys megalotis,Western harvest mouse,M,17,12
1982-01-24,1,24,1982,removal,Peromyscus maniculatus,Deer Mouse,M,19,20
1982-01-24,1,24,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,38,44
1982-01-24,1,24,1982,removal,Peromyscus maniculatus,Deer Mouse,F,20,19
1982-01-24,1,24,1982,removal,Reithrodontomys megalotis,Western harvest mouse,M,17,10
1982-01-24,1,24,1982,control,Neotoma albigula,White-throated woodrat,F,33,NA
1982-01-24,1,24,1982,control,Reithrodontomys megalotis,Western harvest mouse,F,17,14
1982-01-24,1,24,1982,exclosure,Reithrodontomys megalotis,Western harvest mouse,M,14,11
1982-01-24,1,24,1982,exclosure,Perognathus flavus,Silky pocket mouse,NA,NA,NA
1982-01-24,1,24,1982,exclosure,Perognathus flavus,Silky pocket mouse,M,16,6
1982-01-24,1,24,1982,control,Onychomys torridus,Southern grasshopper mouse,M,19,25
1982-01-24,1,24,1982,control,Peromyscus eremicus,Cactus mouse,M,20,23
1982-01-24,1,24,1982,control,Dipodomys merriami,Merriam's kangaroo rat,F,36,56
1982-01-24,1,24,1982,control,Onychomys torridus,Southern grasshopper mouse,F,21,25
1982-01-24,1,24,1982,exclosure,Onychomys torridus,Southern grasshopper mouse,F,20,24
1982-01-24,1,24,1982,exclosure,Reithrodontomys megalotis,Western harvest mouse,F,16,10
1982-01-24,1,24,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,34,45
1982-01-24,1,25,1982,exclosure,Peromyscus eremicus,Cactus mouse,F,19,30
1982-01-24,1,25,1982,control,Dipodomys merriami,Merriam's kangaroo rat,NA,NA,NA
1982-01-24,1,25,1982,exclosure,Peromyscus eremicus,Cactus mouse,F,21,18
1982-01-24,1,25,1982,control,Dipodomys merriami,Merriam's kangaroo rat,F,35,35
1982-01-24,1,25,1982,exclosure,Onychomys leucogaster,Northern Grasshopper Mouse,M,21,42
1982-01-24,1,25,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,36,44
1982-01-24,1,25,1982,removal,Peromyscus eremicus,Cactus mouse,M,19,23
1982-01-24,1,25,1982,exclosure,Perognathus flavus,Silky pocket mouse,M,14,7
1982-01-24,1,25,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,36,38
1982-01-24,1,25,1982,control,Dipodomys merriami,Merriam's kangaroo rat,F,34,38
1982-01-24,1,25,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,37,41
1982-01-24,1,25,1982,exclosure,Perognathus flavus,Silky pocket mouse,F,15,7
1982-01-24,1,25,1982,exclosure,Peromyscus eremicus,Cactus mouse,M,20,22
1982-01-24,1,25,1982,exclosure,Reithrodontomys megalotis,Western harvest mouse,F,16,13
1982-01-24,1,25,1982,control,Onychomys leucogaster,Northern Grasshopper Mouse,F,20,43
1982-01-24,1,25,1982,exclosure,Perognathus flavus,Silky pocket mouse,F,15,7
1982-01-24,1,25,1982,control,Dipodomys spectabilis,Banner-tailed kangaroo rat,M,50,134
1982-01-24,1,25,1982,control,Onychomys leucogaster,Northern Grasshopper Mouse,M,21,44
1982-01-24,1,25,1982,exclosure,Reithrodontomys megalotis,Western harvest mouse,F,16,12
1982-01-24,1,25,1982,control,Onychomys leucogaster,Northern Grasshopper Mouse,M,22,40
1982-01-24,1,25,1982,control,Onychomys leucogaster,Northern Grasshopper Mouse,M,19,30
1982-01-24,1,25,1982,control,Reithrodontomys megalotis,Western harvest mouse,M,17,10
1982-01-24,1,25,1982,removal,Reithrodontomys megalotis,Western harvest mouse,M,16,11
1982-01-24,1,25,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,36,36
1982-01-24,1,25,1982,control,Dipodomys merriami,Merriam's kangaroo rat,F,36,52
1982-01-24,1,25,1982,control,Dipodomys merriami,Merriam's kangaroo rat,F,37,37
1982-01-24,1,25,1982,removal,Peromyscus eremicus,Cactus mouse,F,21,29
1982-02-22,2,22,1982,control,Dipodomys spectabilis,Banner-tailed kangaroo rat,M,49,150
1982-02-22,2,22,1982,control,Reithrodontomys megalotis,Western harvest mouse,F,15,9
1982-02-22,2,22,1982,exclosure,Reithrodontomys megalotis,Western harvest mouse,M,16,9
1982-02-22,2,22,1982,exclosure,Peromyscus maniculatus,Deer Mouse,M,21,23
1982-02-22,2,22,1982,exclosure,Perognathus flavus,Silky pocket mouse,F,14,6
1982-02-22,2,22,1982,control,Dipodomys merriami,Merriam's kangaroo rat,F,37,43
1982-02-22,2,22,1982,exclosure,Perognathus flavus,Silky pocket mouse,F,14,4
1982-02-22,2,22,1982,exclosure,Peromyscus maniculatus,Deer Mouse,M,21,22
1982-02-22,2,22,1982,exclosure,Peromyscus eremicus,Cactus mouse,F,21,24
1982-02-22,2,22,1982,exclosure,Peromyscus maniculatus,Deer Mouse,F,NA,NA
1982-02-22,2,22,1982,control,Reithrodontomys megalotis,Western harvest mouse,M,17,9
1982-02-22,2,22,1982,exclosure,Perognathus flavus,Silky pocket mouse,M,16,8
1982-02-22,2,22,1982,exclosure,Perognathus flavus,Silky pocket mouse,F,16,8
1982-02-22,2,22,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,37,49
1982-02-22,2,22,1982,control,Reithrodontomys megalotis,Western harvest mouse,M,17,11
1982-02-22,2,22,1982,exclosure,Perognathus flavus,Silky pocket mouse,F,16,7
1982-02-22,2,22,1982,exclosure,Reithrodontomys megalotis,Western harvest mouse,F,17,10
1982-02-22,2,22,1982,exclosure,Reithrodontomys megalotis,Western harvest mouse,F,16,8
1982-02-22,2,22,1982,exclosure,Reithrodontomys megalotis,Western harvest mouse,M,17,12
1982-02-22,2,22,1982,control,Reithrodontomys megalotis,Western harvest mouse,M,16,11
1982-02-22,2,22,1982,exclosure,Reithrodontomys megalotis,Western harvest mouse,M,16,10
1982-02-22,2,23,1982,exclosure,Peromyscus eremicus,Cactus mouse,F,20,19
1982-02-22,2,23,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,37,46
1982-02-22,2,23,1982,exclosure,Neotoma albigula,White-throated woodrat,F,33,145
1982-02-22,2,23,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,35,41
1982-02-22,2,23,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,36,42
1982-02-22,2,23,1982,control,Dipodomys merriami,Merriam's kangaroo rat,F,36,41
1982-02-22,2,23,1982,control,Dipodomys spectabilis,Banner-tailed kangaroo rat,F,49,108
1982-02-22,2,23,1982,control,Reithrodontomys megalotis,Western harvest mouse,F,17,13
1982-02-22,2,23,1982,control,Dipodomys merriami,Merriam's kangaroo rat,F,37,43
1982-02-22,2,23,1982,exclosure,Perognathus flavus,Silky pocket mouse,M,16,8
1982-02-22,2,23,1982,exclosure,Perognathus flavus,Silky pocket mouse,M,16,7
1982-02-22,2,23,1982,control,Onychomys leucogaster,Northern Grasshopper Mouse,M,21,38
1982-02-22,2,23,1982,control,Neotoma albigula,White-throated woodrat,M,34,198
1982-02-22,2,23,1982,exclosure,Neotoma albigula,White-throated woodrat,M,35,211
1982-02-22,2,23,1982,exclosure,Peromyscus eremicus,Cactus mouse,M,19,21
1982-02-22,2,23,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,36,47
1982-02-22,2,23,1982,exclosure,Peromyscus eremicus,Cactus mouse,F,20,23
1982-02-22,2,23,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,36,46
1982-02-22,2,23,1982,exclosure,Reithrodontomys megalotis,Western harvest mouse,M,16,9
1982-02-22,2,23,1982,control,Reithrodontomys megalotis,Western harvest mouse,M,16,9
1982-02-22,2,23,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,36,49
1982-02-22,2,23,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,38,43
1982-02-22,2,23,1982,exclosure,Reithrodontomys megalotis,Western harvest mouse,F,17,10
1982-02-22,2,23,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,37,49
1982-02-22,2,23,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,38,56
1982-02-22,2,23,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,39,44
1982-02-22,2,23,1982,control,Reithrodontomys megalotis,Western harvest mouse,F,17,11
1982-02-22,2,23,1982,exclosure,Reithrodontomys megalotis,Western harvest mouse,M,16,7
1982-02-22,2,23,1982,control,Dipodomys spectabilis,Banner-tailed kangaroo rat,M,51,128
1982-02-22,2,23,1982,control,Dipodomys merriami,Merriam's kangaroo rat,F,37,46
1982-02-22,2,23,1982,control,Peromyscus eremicus,Cactus mouse,M,19,21
1982-02-22,2,23,1982,control,Reithrodontomys megalotis,Western harvest mouse,M,16,10
1982-02-22,2,23,1982,exclosure,Reithrodontomys megalotis,Western harvest mouse,M,18,10
1982-02-22,2,23,1982,control,Onychomys leucogaster,Northern Grasshopper Mouse,M,18,36
1982-02-22,2,23,1982,exclosure,Perognathus flavus,Silky pocket mouse,F,16,8
1982-02-22,2,23,1982,control,Onychomys leucogaster,Northern Grasshopper Mouse,F,20,26
1982-02-22,2,23,1982,exclosure,Reithrodontomys megalotis,Western harvest mouse,M,17,11
1982-02-22,2,23,1982,exclosure,Reithrodontomys megalotis,Western harvest mouse,F,17,15
1982-02-22,2,23,1982,exclosure,Reithrodontomys megalotis,Western harvest mouse,M,16,9
1982-02-22,2,23,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,NA,NA
1982-02-22,2,23,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,36,54
1982-02-22,2,23,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,37,44
1982-02-22,2,23,1982,control,Dipodomys merriami,Merriam's kangaroo rat,F,36,44
1982-02-22,2,23,1982,exclosure,Reithrodontomys megalotis,Western harvest mouse,F,17,13
1982-02-22,2,23,1982,exclosure,Reithrodontomys megalotis,Western harvest mouse,F,17,7
1982-02-22,2,23,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,36,51
1982-02-22,2,23,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,37,41
1982-02-22,2,23,1982,control,Dipodomys spectabilis,Banner-tailed kangaroo rat,M,50,76
1982-02-22,2,23,1982,exclosure,Reithrodontomys megalotis,Western harvest mouse,M,18,11
1982-02-22,2,23,1982,control,Onychomys torridus,Southern grasshopper mouse,F,21,24
1982-02-22,2,23,1982,control,Onychomys leucogaster,Northern Grasshopper Mouse,F,21,36
1982-02-22,2,23,1982,control,Dipodomys merriami,Merriam's kangaroo rat,F,37,41
1982-02-22,2,23,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,37,52
1982-02-22,2,23,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,37,45
1982-02-22,2,23,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,36,45
1982-02-22,2,23,1982,control,Dipodomys spectabilis,Banner-tailed kangaroo rat,F,NA,NA
1982-02-22,2,23,1982,control,Onychomys torridus,Southern grasshopper mouse,M,21,27
1982-02-22,2,24,1982,removal,Peromyscus eremicus,Cactus mouse,M,19,20
1982-02-22,2,24,1982,removal,Peromyscus eremicus,Cactus mouse,M,18,21
1982-03-29,3,29,1982,control,Onychomys leucogaster,Northern Grasshopper Mouse,M,20,32
1982-03-29,3,29,1982,exclosure,Reithrodontomys megalotis,Western harvest mouse,M,17,11
1982-03-29,3,29,1982,control,Dipodomys spectabilis,Banner-tailed kangaroo rat,F,51,106
1982-03-29,3,29,1982,exclosure,Perognathus flavus,Silky pocket mouse,M,16,7
1982-03-29,3,29,1982,exclosure,Reithrodontomys megalotis,Western harvest mouse,F,16,10
1982-03-29,3,29,1982,removal,Reithrodontomys megalotis,Western harvest mouse,F,16,9
1982-03-29,3,29,1982,exclosure,Reithrodontomys megalotis,Western harvest mouse,M,18,11
1982-03-29,3,29,1982,exclosure,Reithrodontomys megalotis,Western harvest mouse,F,17,12
1982-03-29,3,29,1982,exclosure,Reithrodontomys megalotis,Western harvest mouse,M,17,10
1982-03-29,3,29,1982,exclosure,Peromyscus maniculatus,Deer Mouse,M,21,22
1982-03-29,3,29,1982,exclosure,Perognathus flavus,Silky pocket mouse,F,15,6
1982-03-29,3,29,1982,exclosure,Reithrodontomys megalotis,Western harvest mouse,M,18,9
1982-03-29,3,29,1982,exclosure,Reithrodontomys megalotis,Western harvest mouse,M,17,9
1982-03-29,3,29,1982,exclosure,Perognathus flavus,Silky pocket mouse,F,16,9
1982-03-29,3,29,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,36,46
1982-03-29,3,29,1982,control,Neotoma albigula,White-throated woodrat,M,34,212
1982-03-29,3,29,1982,exclosure,Perognathus flavus,Silky pocket mouse,M,15,7
1982-03-29,3,29,1982,removal,Peromyscus eremicus,Cactus mouse,F,20,24
1982-03-29,3,29,1982,control,Dipodomys merriami,Merriam's kangaroo rat,F,35,45
1982-03-29,3,29,1982,removal,Reithrodontomys megalotis,Western harvest mouse,F,16,14
1982-03-29,3,29,1982,removal,Peromyscus maniculatus,Deer Mouse,M,20,10
1982-03-29,3,29,1982,exclosure,Perognathus flavus,Silky pocket mouse,F,16,8
1982-03-29,3,29,1982,exclosure,Peromyscus maniculatus,Deer Mouse,M,21,12
1982-03-29,3,29,1982,exclosure,Peromyscus maniculatus,Deer Mouse,M,20,18
1982-03-29,3,29,1982,removal,Peromyscus maniculatus,Deer Mouse,F,21,12
1982-03-29,3,29,1982,exclosure,Reithrodontomys megalotis,Western harvest mouse,M,17,8
1982-03-29,3,29,1982,removal,Reithrodontomys megalotis,Western harvest mouse,F,17,12
1982-03-29,3,29,1982,exclosure,Peromyscus maniculatus,Deer Mouse,M,20,11
1982-03-29,3,29,1982,removal,Reithrodontomys megalotis,Western harvest mouse,M,17,11
1982-03-29,3,29,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,34,21
1982-03-29,3,29,1982,exclosure,Perognathus flavus,Silky pocket mouse,M,15,6
1982-03-29,3,29,1982,exclosure,Perognathus flavus,Silky pocket mouse,M,16,8
1982-03-29,3,29,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,36,43
1982-03-29,3,29,1982,removal,Reithrodontomys megalotis,Western harvest mouse,M,17,11
1982-03-29,3,30,1982,removal,Reithrodontomys megalotis,Western harvest mouse,M,16,10
1982-03-29,3,30,1982,removal,Peromyscus eremicus,Cactus mouse,NA,NA,NA
1982-03-29,3,30,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,35,42
1982-03-29,3,30,1982,control,Dipodomys merriami,Merriam's kangaroo rat,F,36,54
1982-03-29,3,30,1982,exclosure,Neotoma albigula,White-throated woodrat,F,31,103
1982-03-29,3,30,1982,control,Perognathus flavus,Silky pocket mouse,F,16,6
1982-03-29,3,30,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,38,46
1982-03-29,3,30,1982,exclosure,Perognathus flavus,Silky pocket mouse,F,16,9
1982-03-29,3,30,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,35,41
1982-03-29,3,30,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,37,50
1982-03-29,3,30,1982,control,Onychomys torridus,Southern grasshopper mouse,F,21,31
1982-03-29,3,30,1982,control,Dipodomys merriami,Merriam's kangaroo rat,F,36,48
1982-03-29,3,30,1982,control,Peromyscus eremicus,Cactus mouse,M,21,22
1982-03-29,3,30,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,37,44
1982-03-29,3,30,1982,exclosure,Peromyscus maniculatus,Deer Mouse,F,19,34
1982-03-29,3,30,1982,exclosure,Onychomys leucogaster,Northern Grasshopper Mouse,F,21,32
1982-03-29,3,30,1982,control,Dipodomys spectabilis,Banner-tailed kangaroo rat,M,47,106
1982-03-29,3,30,1982,exclosure,Reithrodontomys megalotis,Western harvest mouse,F,17,14
1982-03-29,3,30,1982,exclosure,Reithrodontomys megalotis,Western harvest mouse,M,17,10
1982-03-29,3,30,1982,control,Reithrodontomys megalotis,Western harvest mouse,M,17,10
1982-03-29,3,30,1982,removal,Reithrodontomys megalotis,Western harvest mouse,M,16,9
1982-03-29,3,30,1982,exclosure,Perognathus flavus,Silky pocket mouse,F,16,8
1982-03-29,3,30,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,37,54
1982-03-29,3,30,1982,control,Onychomys torridus,Southern grasshopper mouse,M,19,28
1982-03-29,3,30,1982,removal,Reithrodontomys megalotis,Western harvest mouse,F,16,12
1982-03-29,3,30,1982,control,Peromyscus maniculatus,Deer Mouse,F,21,28
1982-03-29,3,30,1982,control,Dipodomys merriami,Merriam's kangaroo rat,F,36,42
1982-03-29,3,30,1982,control,Dipodomys spectabilis,Banner-tailed kangaroo rat,M,51,140
1982-03-29,3,30,1982,exclosure,Reithrodontomys megalotis,Western harvest mouse,M,16,9
1982-03-29,3,30,1982,removal,Reithrodontomys megalotis,Western harvest mouse,F,16,11
1982-03-29,3,30,1982,control,Reithrodontomys megalotis,Western harvest mouse,M,16,10
1982-03-29,3,30,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,37,51
1982-03-29,3,30,1982,exclosure,Reithrodontomys megalotis,Western harvest mouse,M,15,6
1982-03-29,3,30,1982,control,Dipodomys spectabilis,Banner-tailed kangaroo rat,F,50,90
1982-03-29,3,30,1982,control,Dipodomys ordii,Ord's kangaroo rat,F,37,59
1982-03-29,3,30,1982,control,Dipodomys merriami,Merriam's kangaroo rat,F,36,45
1982-04-28,4,28,1982,removal,Peromyscus maniculatus,Deer Mouse,M,20,17
1982-04-28,4,28,1982,control,Onychomys leucogaster,Northern Grasshopper Mouse,M,19,38
1982-04-28,4,28,1982,removal,Reithrodontomys megalotis,Western harvest mouse,M,16,9
1982-04-28,4,28,1982,control,Dipodomys spectabilis,Banner-tailed kangaroo rat,M,48,56
1982-04-28,4,28,1982,removal,Peromyscus maniculatus,Deer Mouse,F,19,13
1982-04-28,4,28,1982,control,Chaetodipus penicillatus,Desert pocket mouse,F,22,16
1982-04-28,4,28,1982,exclosure,Reithrodontomys megalotis,Western harvest mouse,M,16,9
1982-04-28,4,28,1982,control,Peromyscus maniculatus,Deer Mouse,M,21,17
1982-04-28,4,28,1982,control,Dipodomys spectabilis,Banner-tailed kangaroo rat,F,50,102
1982-04-28,4,28,1982,exclosure,Perognathus flavus,Silky pocket mouse,F,16,9
1982-04-28,4,28,1982,removal,Reithrodontomys megalotis,Western harvest mouse,F,17,10
1982-04-28,4,28,1982,removal,Peromyscus maniculatus,Deer Mouse,F,21,32
1982-04-28,4,28,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,36,45
1982-04-28,4,28,1982,exclosure,Perognathus flavus,Silky pocket mouse,M,17,8
1982-04-28,4,28,1982,control,Dipodomys ordii,Ord's kangaroo rat,F,37,59
1982-04-28,4,28,1982,control,Dipodomys ordii,Ord's kangaroo rat,F,34,36
1982-04-28,4,28,1982,control,Dipodomys merriami,Merriam's kangaroo rat,F,36,42
1982-04-28,4,28,1982,exclosure,Peromyscus maniculatus,Deer Mouse,M,20,19
1982-04-28,4,28,1982,control,Onychomys torridus,Southern grasshopper mouse,M,20,27
1982-04-28,4,28,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,37,50
1982-04-28,4,28,1982,exclosure,Peromyscus eremicus,Cactus mouse,F,20,24
1982-04-28,4,28,1982,control,Neotoma albigula,White-throated woodrat,F,32,146
1982-04-28,4,28,1982,removal,Reithrodontomys megalotis,Western harvest mouse,F,17,10
1982-04-28,4,28,1982,control,Peromyscus eremicus,Cactus mouse,F,20,26
1982-04-28,4,28,1982,removal,Reithrodontomys megalotis,Western harvest mouse,F,16,9
1982-04-28,4,28,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,37,44
1982-04-28,4,28,1982,exclosure,Reithrodontomys megalotis,Western harvest mouse,M,16,5
1982-04-28,4,29,1982,exclosure,Reithrodontomys fulvescens,Fulvous harvest mouse,M,17,12
1982-04-28,4,29,1982,control,Dipodomys spectabilis,Banner-tailed kangaroo rat,F,50,102
1982-04-28,4,29,1982,control,Dipodomys merriami,Merriam's kangaroo rat,F,35,49
1982-04-28,4,29,1982,removal,Reithrodontomys megalotis,Western harvest mouse,NA,17,9
1982-04-28,4,29,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,38,53
1982-04-28,4,29,1982,exclosure,Peromyscus maniculatus,Deer Mouse,F,19,18
1982-04-28,4,29,1982,exclosure,Perognathus flavus,Silky pocket mouse,M,17,7
1982-04-28,4,29,1982,removal,Reithrodontomys megalotis,Western harvest mouse,NA,15,8
1982-04-28,4,29,1982,exclosure,Neotoma albigula,White-throated woodrat,M,33,114
1982-04-28,4,29,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,38,44
1982-04-28,4,29,1982,control,Reithrodontomys megalotis,Western harvest mouse,M,16,9
1982-04-28,4,29,1982,exclosure,Peromyscus eremicus,Cactus mouse,M,21,12
1982-04-28,4,29,1982,exclosure,Neotoma albigula,White-throated woodrat,M,31,129
1982-04-28,4,29,1982,control,Dipodomys spectabilis,Banner-tailed kangaroo rat,M,51,125
1982-04-28,4,29,1982,exclosure,Reithrodontomys megalotis,Western harvest mouse,F,17,15
1982-04-28,4,29,1982,removal,Reithrodontomys megalotis,Western harvest mouse,NA,16,10
1982-04-28,4,29,1982,control,Dipodomys merriami,Merriam's kangaroo rat,F,37,43
1982-04-28,4,29,1982,exclosure,Perognathus flavus,Silky pocket mouse,F,16,6
1982-04-28,4,29,1982,control,Dipodomys merriami,Merriam's kangaroo rat,F,35,44
1982-04-28,4,29,1982,removal,Peromyscus eremicus,Cactus mouse,F,21,23
1982-04-28,4,29,1982,control,Dipodomys spectabilis,Banner-tailed kangaroo rat,F,51,98
1982-04-28,4,29,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,36,46
1982-04-28,4,29,1982,exclosure,Peromyscus maniculatus,Deer Mouse,M,21,23
1982-04-28,4,29,1982,exclosure,Onychomys torridus,Southern grasshopper mouse,F,19,26
1982-05-21,5,21,1982,control,Dipodomys spectabilis,Banner-tailed kangaroo rat,F,NA,NA
1982-05-21,5,21,1982,control,Dipodomys spectabilis,Banner-tailed kangaroo rat,F,39,103
1982-05-21,5,21,1982,control,Dipodomys merriami,Merriam's kangaroo rat,F,37,44
1982-05-21,5,21,1982,control,Dipodomys merriami,Merriam's kangaroo rat,F,34,21
1982-05-21,5,21,1982,removal,Dipodomys merriami,Merriam's kangaroo rat,F,36,43
1982-05-21,5,21,1982,control,Dipodomys ordii,Ord's kangaroo rat,F,37,40
1982-05-21,5,21,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,34,25
1982-05-21,5,21,1982,control,Neotoma albigula,White-throated woodrat,F,32,152
1982-05-21,5,21,1982,removal,Dipodomys merriami,Merriam's kangaroo rat,M,34,39
1982-05-21,5,21,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,36,44
1982-05-21,5,21,1982,exclosure,Peromyscus maniculatus,Deer Mouse,M,21,20
1982-05-21,5,21,1982,removal,Reithrodontomys megalotis,Western harvest mouse,NA,16,10
1982-05-21,5,21,1982,removal,Dipodomys spectabilis,Banner-tailed kangaroo rat,NA,NA,NA
1982-05-21,5,21,1982,removal,Onychomys torridus,Southern grasshopper mouse,M,20,28
1982-05-21,5,21,1982,control,Onychomys torridus,Southern grasshopper mouse,M,19,28
1982-05-21,5,21,1982,removal,Onychomys torridus,Southern grasshopper mouse,F,21,23
1982-05-21,5,21,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,36,43
1982-05-21,5,21,1982,removal,Reithrodontomys megalotis,Western harvest mouse,M,15,9
1982-05-21,5,22,1982,control,Onychomys leucogaster,Northern Grasshopper Mouse,F,20,32
1982-05-21,5,22,1982,exclosure,Perognathus flavus,Silky pocket mouse,F,15,7
1982-05-21,5,22,1982,exclosure,Peromyscus eremicus,Cactus mouse,M,21,21
1982-05-21,5,22,1982,exclosure,Peromyscus eremicus,Cactus mouse,M,18,23
1982-05-21,5,22,1982,exclosure,Neotoma albigula,White-throated woodrat,M,33,164
1982-05-21,5,22,1982,removal,Reithrodontomys megalotis,Western harvest mouse,NA,NA,NA
1982-05-21,5,22,1982,exclosure,Perognathus flavus,Silky pocket mouse,F,16,9
1982-05-21,5,22,1982,removal,Reithrodontomys megalotis,Western harvest mouse,M,16,10
1982-05-21,5,22,1982,control,Dipodomys spectabilis,Banner-tailed kangaroo rat,M,47,103
1982-05-21,5,22,1982,removal,Reithrodontomys megalotis,Western harvest mouse,NA,NA,NA
1982-05-21,5,22,1982,exclosure,Neotoma albigula,White-throated woodrat,M,35,136
1982-05-21,5,22,1982,exclosure,Peromyscus eremicus,Cactus mouse,M,19,11
1982-05-21,5,22,1982,exclosure,Perognathus flavus,Silky pocket mouse,M,16,8
1982-05-21,5,22,1982,control,Onychomys leucogaster,Northern Grasshopper Mouse,M,19,26
1982-05-21,5,22,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,37,43
1982-05-21,5,22,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,38,52
1982-05-21,5,22,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,36,45
1982-05-21,5,22,1982,exclosure,Peromyscus eremicus,Cactus mouse,M,18,10
1982-05-21,5,22,1982,exclosure,Peromyscus eremicus,Cactus mouse,F,19,24
1982-05-21,5,22,1982,exclosure,Peromyscus eremicus,Cactus mouse,M,19,22
1982-05-21,5,22,1982,removal,Perognathus flavus,Silky pocket mouse,F,16,8
1982-05-21,5,22,1982,control,Reithrodontomys megalotis,Western harvest mouse,F,14,5
1982-05-21,5,22,1982,exclosure,Onychomys torridus,Southern grasshopper mouse,F,19,24
1982-05-21,5,22,1982,control,Dipodomys merriami,Merriam's kangaroo rat,F,35,40
1982-05-21,5,22,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,37,52
1982-05-21,5,22,1982,control,Dipodomys spectabilis,Banner-tailed kangaroo rat,F,52,99
1982-05-21,5,22,1982,control,Dipodomys merriami,Merriam's kangaroo rat,F,36,49
1982-06-28,6,28,1982,control,Onychomys leucogaster,Northern Grasshopper Mouse,F,20,48
1982-06-28,6,28,1982,exclosure,Neotoma albigula,White-throated woodrat,M,35,173
1982-06-28,6,28,1982,control,Onychomys leucogaster,Northern Grasshopper Mouse,M,21,44
1982-06-28,6,28,1982,control,Dipodomys merriami,Merriam's kangaroo rat,M,NA,42
1982-06-28,6,28,1982,exclosure,Reithrodontomys megalotis,Western harvest mouse,M,18,13
1982-06-28,6,28,1982,exclosure,Perognathus flavus,Silky pocket mouse,M,16,7
1982-06-28,6,28,1982,exclosure,Perognathus flavus,Silky pocket mouse,F,NA,7
1982-06-28,6,28,1982,exclosure,Onychomys torridus,Southern grasshopper mouse,M,NA,30
1982-06-28,6,28,1982,removal,Neotoma albigula,White-throated woodrat,M,NA,237
