Date,trapVisitID,subSiteName,catchRawID,releaseID,commonName,lifeStage,forkLength,weight,n,mort,fishOrigin,markType,CatchRaw.comments
4/9/2014 0:00,530,North Channel 8.1,56785,0,Steelhead / rainbow trout,Smolt,282,217.6,1,No,Hatchery,Fin clip,Ad-clipped.
4/9/2014 0:00,530,North Channel 8.1,56750,0,Steelhead / rainbow trout,Parr,48,1.3,1,No,Natural,No marks or tags,NA
4/9/2014 0:00,530,North Channel 8.1,56749,0,Steelhead / rainbow trout,Parr,43,1,1,No,Natural,No marks or tags,NA
4/10/2014 0:00,532,North Channel 8.1,56983,0,Steelhead / rainbow trout,Smolt,NA,NA,1,No,Hatchery,Fin clip,Ad-clipped. Live unmeasured plus count. (only one).
4/10/2014 0:00,532,North Channel 8.1,56978,0,Steelhead / rainbow trout,Parr,45,1.1,1,No,Natural,No marks or tags,NA
4/10/2014 0:00,532,North Channel 8.1,56980,0,Steelhead / rainbow trout,Parr,50,1.4,1,No,Natural,No marks or tags,NA
4/10/2014 0:00,532,North Channel 8.1,56981,0,Steelhead / rainbow trout,Parr,45,0.9,1,No,Natural,No marks or tags,NA
4/10/2014 0:00,532,North Channel 8.1,56982,0,Steelhead / rainbow trout,Parr,46,0.9,1,No,Natural,No marks or tags,NA
4/10/2014 0:00,532,North Channel 8.1,56979,0,Steelhead / rainbow trout,Parr,44,0.8,1,No,Natural,No marks or tags,NA
4/11/2014 0:00,534,North Channel 8.1,57135,0,Steelhead / rainbow trout,Smolt,220,102.4,1,No,Hatchery,Fin clip,Ad-clipped.
4/14/2014 0:00,513,North Channel 8.2,55104,0,Steelhead / rainbow trout,Parr,59,2.2,1,No,Natural,No marks or tags,NA
4/14/2014 0:00,513,North Channel 8.2,55103,0,Steelhead / rainbow trout,Parr,51,1.5,1,No,Natural,No marks or tags,NA
4/14/2014 0:00,536,North Channel 8.1,57290,0,Steelhead / rainbow trout,Parr,47,1.1,1,No,Natural,No marks or tags,NA
4/14/2014 0:00,513,North Channel 8.2,55102,0,Steelhead / rainbow trout,Parr,49,1.3,1,No,Natural,No marks or tags,NA
4/15/2014 0:00,514,North Channel 8.2,55215,0,Steelhead / rainbow trout,Parr,50,1.4,1,No,Natural,No marks or tags,NA
4/15/2014 0:00,514,North Channel 8.2,55216,0,Steelhead / rainbow trout,Smolt,221,NA,1,No,Natural,No marks or tags,NA
4/15/2014 0:00,537,North Channel 8.1,57421,0,Steelhead / rainbow trout,Parr,43,0.8,1,No,Natural,No marks or tags,NA
4/16/2014 0:00,538,North Channel 8.1,57655,0,Steelhead / rainbow trout,Parr,60,NA,1,No,Natural,No marks or tags,NA
4/16/2014 0:00,538,North Channel 8.1,57656,0,Steelhead / rainbow trout,Parr,58,2.3,1,No,Natural,No marks or tags,NA
4/16/2014 0:00,524,North Channel 8.2,56253,0,Steelhead / rainbow trout,Parr,54,1.8,1,No,Natural,No marks or tags,NA
4/16/2014 0:00,524,North Channel 8.2,56252,0,Steelhead / rainbow trout,Parr,53,2.1,1,No,Natural,No marks or tags,NA
4/16/2014 0:00,538,North Channel 8.1,57657,0,Steelhead / rainbow trout,Parr,44,1,1,No,Natural,No marks or tags,NA
4/17/2014 0:00,526,North Channel 8.2,56378,0,Steelhead / rainbow trout,Parr,58,2.3,1,No,Natural,No marks or tags,NA
4/17/2014 0:00,539,North Channel 8.1,57810,0,Steelhead / rainbow trout,Parr,57,2.2,1,No,Natural,No marks or tags,NA
4/17/2014 0:00,526,North Channel 8.2,56380,0,Steelhead / rainbow trout,Parr,44,0.8,1,No,Natural,No marks or tags,NA
4/17/2014 0:00,526,North Channel 8.2,56379,0,Steelhead / rainbow trout,Parr,51,1.5,1,No,Natural,No marks or tags,NA
4/18/2014 0:00,540,North Channel 8.1,57939,0,Steelhead / rainbow trout,Parr,54,1.9,1,No,Natural,No marks or tags,NA
4/18/2014 0:00,540,North Channel 8.1,57938,0,Steelhead / rainbow trout,Parr,58,2,1,No,Natural,No marks or tags,NA
4/18/2014 0:00,540,North Channel 8.1,57940,0,Steelhead / rainbow trout,Parr,54,2,1,No,Natural,No marks or tags,NA
4/18/2014 0:00,540,North Channel 8.1,57941,0,Steelhead / rainbow trout,Not recorded,NA,NA,1,No,Natural,No marks or tags,Live unmeasured plus count. (only one).
4/18/2014 0:00,527,North Channel 8.2,58645,0,Steelhead / rainbow trout,Adult,518,NA,1,No,Hatchery,Fin clip,Ad-clipped.
4/18/2014 0:00,540,North Channel 8.1,57937,0,Steelhead / rainbow trout,Parr,51,NA,1,Yes,Natural,No marks or tags,NA
4/21/2014 0:00,542,North Channel 8.1,58072,0,Steelhead / rainbow trout,Parr,59,1.8,1,No,Natural,No marks or tags,NA
4/21/2014 0:00,542,North Channel 8.1,58073,0,Steelhead / rainbow trout,Smolt,290,194.3,1,No,Hatchery,Fin clip,Ad-clipped.
4/21/2014 0:00,558,North Channel 8.2,58712,0,Steelhead / rainbow trout,Parr,55,1.7,1,No,Natural,No marks or tags,NA
4/21/2014 0:00,558,North Channel 8.2,58711,0,Steelhead / rainbow trout,Parr,56,1.8,1,No,Natural,No marks or tags,NA
4/22/2014 0:00,544,North Channel 8.1,58110,0,Steelhead / rainbow trout,Fry,44,NA,1,Yes,Natural,No marks or tags,NA
4/22/2014 0:00,561,North Channel 8.2,58775,0,Steelhead / rainbow trout,Parr,65,NA,1,No,Natural,No marks or tags,NA
4/22/2014 0:00,561,North Channel 8.2,58776,0,Steelhead / rainbow trout,Parr,62,NA,1,No,Natural,No marks or tags,NA
4/22/2014 0:00,561,North Channel 8.2,58777,0,Steelhead / rainbow trout,Parr,57,NA,1,No,Natural,No marks or tags,NA
4/22/2014 0:00,561,North Channel 8.2,58778,0,Steelhead / rainbow trout,Parr,60,NA,1,Yes,Natural,No marks or tags,NA
4/23/2014 0:00,547,North Channel 8.1,58186,0,Steelhead / rainbow trout,Not recorded,NA,NA,1,No,Natural,No marks or tags,Live unmeasured plus count. (only one).
4/23/2014 0:00,563,North Channel 8.2,58825,0,Steelhead / rainbow trout,Parr,49,1.1,1,No,Natural,No marks or tags,NA
4/23/2014 0:00,563,North Channel 8.2,58826,0,Steelhead / rainbow trout,Parr,72,4,1,No,Natural,No marks or tags,NA
4/23/2014 0:00,563,North Channel 8.2,58827,0,Steelhead / rainbow trout,Parr,52,1.4,1,No,Natural,No marks or tags,NA
4/23/2014 0:00,563,North Channel 8.2,58828,0,Steelhead / rainbow trout,Parr,48,1.1,1,No,Natural,No marks or tags,NA
4/23/2014 0:00,563,North Channel 8.2,58829,0,Steelhead / rainbow trout,Parr,46,0.9,1,No,Natural,No marks or tags,NA
4/23/2014 0:00,546,North Channel 8.1,58145,0,Steelhead / rainbow trout,Parr,50,1.2,1,No,Natural,No marks or tags,NA
4/23/2014 0:00,546,North Channel 8.1,58144,0,Steelhead / rainbow trout,Parr,52,1.7,1,No,Natural,No marks or tags,NA
4/23/2014 0:00,546,North Channel 8.1,58143,0,Steelhead / rainbow trout,Parr,60,3.1,1,No,Natural,No marks or tags,NA
4/23/2014 0:00,546,North Channel 8.1,58142,0,Steelhead / rainbow trout,Parr,49,1.2,1,No,Natural,No marks or tags,NA
4/24/2014 0:00,548,North Channel 8.1,58206,0,Steelhead / rainbow trout,Parr,46,NA,1,Yes,Natural,No marks or tags,NA
4/24/2014 0:00,565,North Channel 8.2,58902,0,Steelhead / rainbow trout,Parr,65,2.7,1,No,Natural,No marks or tags,NA
4/24/2014 0:00,566,North Channel 8.2,58926,0,Steelhead / rainbow trout,Parr,59,2.3,1,No,Natural,No marks or tags,NA
4/24/2014 0:00,548,North Channel 8.1,58222,0,Steelhead / rainbow trout,Smolt,305,NA,1,Yes,Hatchery,Fin clip,Ad-clipped.
4/24/2014 0:00,548,North Channel 8.1,58205,0,Steelhead / rainbow trout,Parr,64,3,1,No,Natural,No marks or tags,NA
4/24/2014 0:00,548,North Channel 8.1,58204,0,Steelhead / rainbow trout,Parr,45,0.9,1,No,Natural,No marks or tags,NA
4/24/2014 0:00,548,North Channel 8.1,58203,0,Steelhead / rainbow trout,Parr,48,1,1,No,Natural,No marks or tags,NA
4/24/2014 0:00,548,North Channel 8.1,58202,0,Steelhead / rainbow trout,Parr,53,1.4,1,No,Natural,No marks or tags,NA
4/24/2014 0:00,548,North Channel 8.1,58201,0,Steelhead / rainbow trout,Parr,46,1,1,No,Natural,No marks or tags,NA
4/24/2014 0:00,549,North Channel 8.1,58224,0,Steelhead / rainbow trout,Parr,55,1.6,1,No,Natural,No marks or tags,NA
4/25/2014 0:00,550,North Channel 8.1,58240,0,Steelhead / rainbow trout,Parr,60,2.4,1,No,Natural,No marks or tags,NA
4/26/2014 0:00,568,North Channel 8.2,59140,0,Steelhead / rainbow trout,Parr,65,3.1,1,No,Natural,No marks or tags,NA
4/26/2014 0:00,568,North Channel 8.2,59141,0,Steelhead / rainbow trout,Parr,56,1.8,1,No,Natural,No marks or tags,NA
4/26/2014 0:00,568,North Channel 8.2,59142,0,Steelhead / rainbow trout,Parr,54,NA,1,No,Natural,No marks or tags,NA
4/26/2014 0:00,551,North Channel 8.1,58318,0,Steelhead / rainbow trout,Parr,61,2.6,1,No,Natural,No marks or tags,NA
4/26/2014 0:00,551,North Channel 8.1,58319,0,Steelhead / rainbow trout,Parr,64,3,1,No,Natural,No marks or tags,NA
4/28/2014 0:00,553,North Channel 8.1,58471,0,Steelhead / rainbow trout,Parr,52,1.5,1,No,Natural,No marks or tags,NA
4/29/2014 0:00,571,North Channel 8.2,59319,0,Steelhead / rainbow trout,Parr,66,3.5,1,No,Natural,No marks or tags,NA
4/30/2014 0:00,556,North Channel 8.1,58620,0,Steelhead / rainbow trout,Parr,58,2.1,1,No,Natural,No marks or tags,NA
5/1/2014 0:00,589,North Channel 8.1,60209,0,Steelhead / rainbow trout,Parr,63,2.5,1,No,Natural,No marks or tags,NA
5/1/2014 0:00,575,North Channel 8.2,59477,0,Steelhead / rainbow trout,Parr,61,2.2,1,No,Natural,No marks or tags,NA
5/2/2014 0:00,591,North Channel 8.1,60284,0,Steelhead / rainbow trout,Parr,72,3.8,1,No,Hatchery,Fin clip,Ad-clipped. Left pelvic clipped.
5/2/2014 0:00,591,North Channel 8.1,60284,0,Steelhead / rainbow trout,Parr,72,3.8,1,No,Hatchery,Fin clip,Ad-clipped. Left pelvic clipped.
5/8/2014 0:00,585,North Channel 8.2,59991,0,Steelhead / rainbow trout,Parr,83,6.8,1,No,Natural,No marks or tags,NA
5/8/2014 0:00,585,North Channel 8.2,59992,0,Steelhead / rainbow trout,Parr,73,4.8,1,No,Natural,No marks or tags,NA
5/9/2014 0:00,600,North Channel 8.1,60672,0,Steelhead / rainbow trout,Parr,70,4,1,No,Natural,No marks or tags,NA
5/14/2014 0:00,604,North Channel 8.1,61010,0,Steelhead / rainbow trout,Parr,85,6.6,1,No,Natural,No marks or tags,NA
5/15/2014 0:00,618,North Channel 8.2,61974,0,Steelhead / rainbow trout,Parr,54,1.9,1,No,Natural,No marks or tags,NA
5/15/2014 0:00,618,North Channel 8.2,61975,0,Steelhead / rainbow trout,Parr,78,5,1,No,Natural,No marks or tags,NA
5/16/2014 0:00,620,North Channel 8.2,62105,0,Steelhead / rainbow trout,Parr,64,2.9,1,No,Natural,No marks or tags,NA
5/16/2014 0:00,620,North Channel 8.2,62104,0,Steelhead / rainbow trout,Parr,58,2.2,1,No,Natural,No marks or tags,NA
5/19/2014 0:00,623,North Channel 8.2,62201,0,Steelhead / rainbow trout,Parr,79,5.5,1,No,Natural,No marks or tags,NA
5/19/2014 0:00,622,North Channel 8.2,62159,0,Steelhead / rainbow trout,Silvery parr,88,7.7,1,No,Natural,No marks or tags,NA
5/20/2014 0:00,624,North Channel 8.2,62247,283,Steelhead / rainbow trout,Parr,76,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62251,283,Steelhead / rainbow trout,Parr,53,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62247,283,Steelhead / rainbow trout,Parr,76,NA,1,No,Hatchery,Photonic Dye,NA
5/20/2014 0:00,624,North Channel 8.2,62248,283,Steelhead / rainbow trout,Parr,68,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62248,283,Steelhead / rainbow trout,Parr,68,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62248,283,Steelhead / rainbow trout,Parr,68,NA,1,No,Hatchery,Photonic Dye,NA
5/20/2014 0:00,624,North Channel 8.2,62249,283,Steelhead / rainbow trout,Parr,65,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62249,283,Steelhead / rainbow trout,Parr,65,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62250,283,Steelhead / rainbow trout,Parr,64,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62250,283,Steelhead / rainbow trout,Parr,64,NA,1,No,Hatchery,Photonic Dye,NA
5/20/2014 0:00,624,North Channel 8.2,62260,282,Steelhead / rainbow trout,Parr,67,NA,1,No,Hatchery,Photonic Dye,NA
5/20/2014 0:00,624,North Channel 8.2,62249,283,Steelhead / rainbow trout,Parr,65,NA,1,No,Hatchery,Photonic Dye,NA
5/20/2014 0:00,624,North Channel 8.2,62250,283,Steelhead / rainbow trout,Parr,64,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62251,283,Steelhead / rainbow trout,Parr,53,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62247,283,Steelhead / rainbow trout,Parr,76,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62246,283,Steelhead / rainbow trout,Parr,73,NA,1,No,Hatchery,Photonic Dye,NA
5/20/2014 0:00,624,North Channel 8.2,62246,283,Steelhead / rainbow trout,Parr,73,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62243,283,Steelhead / rainbow trout,Parr,82,NA,1,No,Hatchery,Photonic Dye,NA
5/20/2014 0:00,624,North Channel 8.2,62243,283,Steelhead / rainbow trout,Parr,82,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62251,283,Steelhead / rainbow trout,Parr,53,NA,1,No,Hatchery,Photonic Dye,NA
5/20/2014 0:00,624,North Channel 8.2,62242,283,Steelhead / rainbow trout,Parr,77,NA,1,No,Hatchery,Photonic Dye,NA
5/20/2014 0:00,624,North Channel 8.2,62243,283,Steelhead / rainbow trout,Parr,82,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62245,283,Steelhead / rainbow trout,Parr,72,NA,1,No,Hatchery,Photonic Dye,NA
5/20/2014 0:00,624,North Channel 8.2,62245,283,Steelhead / rainbow trout,Parr,72,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62245,283,Steelhead / rainbow trout,Parr,72,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62244,283,Steelhead / rainbow trout,Parr,81,NA,1,No,Hatchery,Photonic Dye,NA
5/20/2014 0:00,624,North Channel 8.2,62244,283,Steelhead / rainbow trout,Parr,81,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62244,283,Steelhead / rainbow trout,Parr,81,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62246,283,Steelhead / rainbow trout,Parr,73,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62262,282,Steelhead / rainbow trout,Parr,70,NA,1,No,Hatchery,Photonic Dye,NA
5/20/2014 0:00,624,North Channel 8.2,62259,282,Steelhead / rainbow trout,Parr,75,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62259,282,Steelhead / rainbow trout,Parr,75,NA,1,No,Hatchery,Photonic Dye,NA
5/20/2014 0:00,624,North Channel 8.2,62260,282,Steelhead / rainbow trout,Parr,67,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62261,282,Steelhead / rainbow trout,Parr,56,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62261,282,Steelhead / rainbow trout,Parr,56,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62261,282,Steelhead / rainbow trout,Parr,56,NA,1,No,Hatchery,Photonic Dye,NA
5/20/2014 0:00,624,North Channel 8.2,62260,282,Steelhead / rainbow trout,Parr,67,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62262,282,Steelhead / rainbow trout,Parr,70,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62258,282,Steelhead / rainbow trout,Parr,80,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62263,282,Steelhead / rainbow trout,Parr,64,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62263,282,Steelhead / rainbow trout,Parr,64,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62263,282,Steelhead / rainbow trout,Parr,64,NA,1,No,Hatchery,Photonic Dye,NA
5/20/2014 0:00,625,North Channel 8.2,62265,0,Steelhead / rainbow trout,Parr,70,3.6,1,No,Hatchery,Fin clip,Ad-clipped. Left pelvic clipped.
5/20/2014 0:00,625,North Channel 8.2,62265,0,Steelhead / rainbow trout,Parr,70,3.6,1,No,Hatchery,Fin clip,Ad-clipped. Left pelvic clipped.
5/20/2014 0:00,624,North Channel 8.2,62242,283,Steelhead / rainbow trout,Parr,77,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62254,282,Steelhead / rainbow trout,Parr,73,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62262,282,Steelhead / rainbow trout,Parr,70,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62256,282,Steelhead / rainbow trout,Parr,74,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62252,283,Steelhead / rainbow trout,Parr,63,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62252,283,Steelhead / rainbow trout,Parr,63,NA,1,No,Hatchery,Photonic Dye,NA
5/20/2014 0:00,624,North Channel 8.2,62253,283,Steelhead / rainbow trout,Parr,66,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62253,283,Steelhead / rainbow trout,Parr,66,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62253,283,Steelhead / rainbow trout,Parr,66,NA,1,No,Hatchery,Photonic Dye,NA
5/20/2014 0:00,624,North Channel 8.2,62254,282,Steelhead / rainbow trout,Parr,73,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62254,282,Steelhead / rainbow trout,Parr,73,NA,1,No,Hatchery,Photonic Dye,NA
5/20/2014 0:00,624,North Channel 8.2,62259,282,Steelhead / rainbow trout,Parr,75,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62255,282,Steelhead / rainbow trout,Parr,62,NA,1,No,Hatchery,Photonic Dye,NA
5/20/2014 0:00,624,North Channel 8.2,62258,282,Steelhead / rainbow trout,Parr,80,NA,1,No,Hatchery,Photonic Dye,NA
5/20/2014 0:00,624,North Channel 8.2,62256,282,Steelhead / rainbow trout,Parr,74,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62256,282,Steelhead / rainbow trout,Parr,74,NA,1,No,Hatchery,Photonic Dye,NA
5/20/2014 0:00,624,North Channel 8.2,62257,282,Steelhead / rainbow trout,Parr,75,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62257,282,Steelhead / rainbow trout,Parr,75,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62257,282,Steelhead / rainbow trout,Parr,75,NA,1,No,Hatchery,Photonic Dye,NA
5/20/2014 0:00,624,North Channel 8.2,62258,282,Steelhead / rainbow trout,Parr,80,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62252,283,Steelhead / rainbow trout,Parr,63,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62255,282,Steelhead / rainbow trout,Parr,62,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,612,North Channel 8.1,61384,283,Steelhead / rainbow trout,Parr,64,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,612,North Channel 8.1,61381,283,Steelhead / rainbow trout,Parr,63,NA,1,No,Hatchery,Photonic Dye,NA
5/20/2014 0:00,612,North Channel 8.1,61382,283,Steelhead / rainbow trout,Parr,67,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,612,North Channel 8.1,61382,283,Steelhead / rainbow trout,Parr,67,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,612,North Channel 8.1,61382,283,Steelhead / rainbow trout,Parr,67,NA,1,No,Hatchery,Photonic Dye,NA
5/20/2014 0:00,612,North Channel 8.1,61383,283,Steelhead / rainbow trout,Parr,60,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,612,North Channel 8.1,61386,283,Steelhead / rainbow trout,Parr,70,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,612,North Channel 8.1,61383,283,Steelhead / rainbow trout,Parr,60,NA,1,No,Hatchery,Photonic Dye,NA
5/20/2014 0:00,612,North Channel 8.1,61380,283,Steelhead / rainbow trout,Parr,68,NA,1,No,Hatchery,Photonic Dye,NA
5/20/2014 0:00,612,North Channel 8.1,61384,283,Steelhead / rainbow trout,Parr,64,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,612,North Channel 8.1,61384,283,Steelhead / rainbow trout,Parr,64,NA,1,No,Hatchery,Photonic Dye,NA
5/20/2014 0:00,612,North Channel 8.1,61385,283,Steelhead / rainbow trout,Parr,57,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,612,North Channel 8.1,61385,283,Steelhead / rainbow trout,Parr,57,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,612,North Channel 8.1,61385,283,Steelhead / rainbow trout,Parr,57,NA,1,No,Hatchery,Photonic Dye,NA
5/20/2014 0:00,612,North Channel 8.1,61386,283,Steelhead / rainbow trout,Parr,70,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,612,North Channel 8.1,61383,283,Steelhead / rainbow trout,Parr,60,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,612,North Channel 8.1,61378,283,Steelhead / rainbow trout,Parr,71,NA,1,No,Hatchery,Photonic Dye,NA
5/20/2014 0:00,624,North Channel 8.2,62242,283,Steelhead / rainbow trout,Parr,77,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62255,282,Steelhead / rainbow trout,Parr,62,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,612,North Channel 8.1,61376,283,Steelhead / rainbow trout,Parr,87,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,612,North Channel 8.1,61376,283,Steelhead / rainbow trout,Parr,87,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,612,North Channel 8.1,61377,283,Steelhead / rainbow trout,Parr,67,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,612,North Channel 8.1,61377,283,Steelhead / rainbow trout,Parr,67,NA,1,No,Hatchery,Photonic Dye,NA
5/20/2014 0:00,612,North Channel 8.1,61381,283,Steelhead / rainbow trout,Parr,63,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,612,North Channel 8.1,61378,283,Steelhead / rainbow trout,Parr,71,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,612,North Channel 8.1,61381,283,Steelhead / rainbow trout,Parr,63,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,612,North Channel 8.1,61379,283,Steelhead / rainbow trout,Parr,62,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,612,North Channel 8.1,61379,283,Steelhead / rainbow trout,Parr,62,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,612,North Channel 8.1,61379,283,Steelhead / rainbow trout,Parr,62,NA,1,No,Hatchery,Photonic Dye,NA
5/20/2014 0:00,612,North Channel 8.1,61380,283,Steelhead / rainbow trout,Parr,68,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,612,North Channel 8.1,61380,283,Steelhead / rainbow trout,Parr,68,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,612,North Channel 8.1,61377,283,Steelhead / rainbow trout,Parr,67,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,612,North Channel 8.1,61378,283,Steelhead / rainbow trout,Parr,71,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,612,North Channel 8.1,61392,282,Steelhead / rainbow trout,Parr,62,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62240,283,Steelhead / rainbow trout,Parr,80,NA,1,No,Hatchery,Photonic Dye,NA
5/20/2014 0:00,612,North Channel 8.1,61376,283,Steelhead / rainbow trout,Parr,87,NA,1,No,Hatchery,Photonic Dye,NA
5/20/2014 0:00,624,North Channel 8.2,62240,283,Steelhead / rainbow trout,Parr,80,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62241,283,Steelhead / rainbow trout,Parr,80,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62240,283,Steelhead / rainbow trout,Parr,80,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,624,North Channel 8.2,62212,0,Steelhead / rainbow trout,Parr,63,2.4,1,No,Hatchery,Fin clip,Ad-clipped. Left pelvic clipped.
5/20/2014 0:00,624,North Channel 8.2,62212,0,Steelhead / rainbow trout,Parr,63,2.4,1,No,Hatchery,Fin clip,Ad-clipped. Left pelvic clipped.
5/20/2014 0:00,624,North Channel 8.2,62211,0,Steelhead / rainbow trout,Parr,77,4.7,1,No,Hatchery,Fin clip,Ad-clipped. Left pelvic clipped.
5/20/2014 0:00,624,North Channel 8.2,62211,0,Steelhead / rainbow trout,Parr,77,4.7,1,No,Hatchery,Fin clip,Ad-clipped. Left pelvic clipped.
5/20/2014 0:00,612,North Channel 8.1,61386,283,Steelhead / rainbow trout,Parr,70,NA,1,No,Hatchery,Photonic Dye,NA
5/20/2014 0:00,612,North Channel 8.1,61392,282,Steelhead / rainbow trout,Parr,62,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,612,North Channel 8.1,61391,282,Steelhead / rainbow trout,Parr,58,NA,1,No,Hatchery,Photonic Dye,NA
5/20/2014 0:00,612,North Channel 8.1,61391,282,Steelhead / rainbow trout,Parr,58,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,612,North Channel 8.1,61391,282,Steelhead / rainbow trout,Parr,58,NA,1,No,Hatchery,Fin clip,NA
5/20/2014 0:00,612,North Channel 8.1,61388,282,Steelhead / rainbow trout,Parr,47,NA,1,No,Hatchery,Photonic Dye,NA
5/20/2014 0:00,612,North Channel 8.1,61387,283,Steelhead / rainbow trout,Parr,71,NA,1,No,Hatchery,Fin clip,NA
